"Info","Info","Info","Objective","Objective","Extra Output","Variable","Variable","Variable","Variable",
"Iteration","Generation","Category","Total site energy consumption (kWh)","Discomfort ASHRAE 55 90% Acceptability (hr)","Cooling energy (kWh)","External wall construction","Flat roof construction","Glazing type","Partition construction",
"563","26","3-Non optimal","11985.58","1499.79635804643","25756.696","HOLLOW BRICK","RCC+ MARABLE","GLAZING-9","Partation Wall-Flyash",
"564","26","3-Non optimal","11529.96","1437.70538826623","24889.543","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-8","Partation AAC Wall",
"565","26","3-Non optimal","8562.32","1095.2124175399","16722.543","CONCRETE BRICK","RCC+INSULATION","GLAZING-7","Partation AAC Wall",
"566","27","3-Non optimal","9086.53","919.879252073937","18375.867","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-4","Partation AAC Wall",
"567","27","3-Non optimal","11445.87","1415.61898242055","24647.202","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-3","Partation AAC Wall",
"568","27","3-Non optimal","8141.84","852.477120454939","15977.796","RED BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation AAC Wall",
"569","27","3-Non optimal","8152.13","870.914577697513","15892.568","HOLLOW BRICK","RCC+INSULATION","GLAZING-10","Partation Wall-Flyash",
"570","27","3-Non optimal","11888.95","1485.38532395791","25513.448","HOLLOW BRICK","RCC+ MARABLE","GLAZING-10","Partation Wall-Red Brick",
"571","27","3-Non optimal","8351.1","884.980193572182","16554.080","RED BRICK","RCC+INSULATION","GLAZING-10","Partation Wall-Red Brick",
"572","27","3-Non optimal","8726.11","1121.08350134664","17159.057","CONCRETE BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Flyash",
"573","27","3-Non optimal","10101.57","1328.08592388112","20703.290","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-4","Partation Wall-Flyash",
"574","27","3-Non optimal","11499.42","1451.74526021","24780.033","AAC + INSULATION","RCC+ MARABLE","GLAZING-5","Partation AAC Wall",
"575","28","3-Non optimal","11918.26","1505.39456739156","25578.089","HOLLOW BRICK","RCC+ MARABLE","GLAZING-7","Partation Wall-Flyash",
"576","28","3-Non optimal","7977.96","841.009001347167","15439.383","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Red Brick",
"577","28","3-Non optimal","7279.72","614.765927694355","13945.481","FLYASH + INSULATION","RCC+INSULATION","GLAZING-3","Partation Wall-Flyash",
"578","28","3-Non optimal","8391.38","884.200515581011","16643.967","RED BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Flyash",
"579","29","3-Non optimal","8056.28","821.357560061738","15786.876","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Flyash",
"580","29","3-Non optimal","8483.32","1069.11945054866","16527.704","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation AAC Wall",
"581","29","3-Non optimal","8669.93","1120.5886744884","16989.038","CONCRETE BRICK","RCC+INSULATION","GLAZING-3","Partation AAC Wall",
"582","29","3-Non optimal","11431.15","1415.77309532015","24623.065","AAC + INSULATION","RCC+ MARABLE","GLAZING-3","Partation Wall-Red Brick",
"583","29","3-Non optimal","8308.77","900.253070426778","16279.436","HOLLOW BRICK","RCC+INSULATION","GLAZING-3","Partation Wall-Flyash",
"584","29","3-Non optimal","8193.19","848.619109584069","16132.325","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Flyash",
"585","29","3-Non optimal","7313.59","591.480226490141","13831.651","AAC BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Red Brick",
"586","29","3-Non optimal","8399.39","872.021710502868","16530.126","HOLLOW BRICK","RCC+INSULATION","GLAZING-5","Partation Wall-Flyash",
"587","29","3-Non optimal","7376.97","661.55303576663","13960.807","AAC BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Red Brick",
"588","29","3-Non optimal","10660.57","1369.57002797544","22493.618","FLYASH + INSULATION","RRC SLAB","GLAZING-5","Partation AAC Wall",
"589","29","3-Non optimal","11214.5","1463.55431957793","23763.818","RED BRICK","RRC SLAB","GLAZING-3","Partation Wall-Flyash",
"590","30","3-Non optimal","8596.02","1080.62832543781","16844.196","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Flyash",
"591","30","3-Non optimal","8894.35","1141.3931369865","17592.032","CONCRETE BRICK","RCC+INSULATION","GLAZING-1","Partation Wall-Flyash",
"592","30","3-Non optimal","8780.77","1128.71175125586","17301.728","CONCRETE BRICK","RCC+INSULATION","GLAZING-3","Partation Wall-Flyash",
"593","30","3-Non optimal","7371.56","661.152864216999","13947.040","AAC BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Flyash",
"594","30","3-Non optimal","11396.24","1581.33503028885","23908.166","CONCRETE BRICK","RRC SLAB","GLAZING-9","Partation Wall-Flyash",
"595","30","3-Non optimal","8102.72","839.095912605591","15760.680","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Red Brick",
"596","30","3-Non optimal","8294.09","851.545537658692","16390.344","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Red Brick",
"597","31","3-Non optimal","11803.99","1475.4337405984","25392.200","FLYASH BRICK","RCC+ MARABLE","GLAZING-10","Partation AAC Wall",
"598","31","3-Non optimal","7423.91","629.676168105487","14099.376","AAC BRICK","RCC+INSULATION","GLAZING-4","Partation Wall-Red Brick",
"599","31","3-Non optimal","8500.23","1075.16964567379","16591.560","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Red Brick",
"600","32","3-Non optimal","8201.02","852.085912258697","16134.337","RED BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation AAC Wall",
"601","32","3-Non optimal","11266.96","1480.13761637383","23775.706","HOLLOW BRICK","RRC SLAB","GLAZING-5","Partation Wall-Red Brick",
"602","32","3-Non optimal","8786.29","1109.71957611051","17322.180","CONCRETE BRICK","RCC+INSULATION","GLAZING-4","Partation Wall-Red Brick",
"603","32","3-Non optimal","8980.54","867.87806549959","18348.548","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-8","Partation AAC Wall",
"604","32","3-Non optimal","9147.55","946.681585879434","18549.297","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-3","Partation Wall-Flyash",
"605","32","3-Non optimal","9753.26","1095.81961253688","20148.822","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Flyash",
"606","32","3-Non optimal","8438.75","1080.33818482291","16397.970","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation AAC Wall",
"607","33","3-Non optimal","12021.14","1516.70017778386","25845.268","HOLLOW BRICK","RCC+ MARABLE","GLAZING-8","Partation Wall-Flyash",
"608","33","3-Non optimal","8080.3","789.688571042719","15839.447","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation AAC Wall",
"609","33","3-Non optimal","8075.43","831.478705336837","15818.510","RED BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation AAC Wall",
"610","33","3-Non optimal","8172.57","854.522011355855","16089.975","RED BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Flyash",
"611","33","3-Non optimal","10429.91","1341.32177513614","21886.129","AAC + INSULATION","RRC SLAB","GLAZING-6","Partation Wall-Flyash",
"612","33","3-Non optimal","11958.71","1515.2303967752","25625.295","HOLLOW BRICK","RCC+ MARABLE","GLAZING-1","Partation AAC Wall",
"613","33","3-Non optimal","10074.16","1352.19372852643","20594.190","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-1","Partation AAC Wall",
"614","33","3-Non optimal","11303.01","1417.91424656649","24269.537","AAC + INSULATION","RCC+ MARABLE","GLAZING-7","Partation AAC Wall",
"615","33","3-Non optimal","11176.71","1473.06000762737","23646.381","RED BRICK","RRC SLAB","GLAZING-8","Partation AAC Wall",
"616","33","3-Non optimal","8250.14","874.033619311624","16133.065","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-1","Partation Wall-Flyash",
"617","33","3-Non optimal","8673.17","1098.32980924656","17010.698","CONCRETE BRICK","RCC+INSULATION","GLAZING-8","Partation AAC Wall",
"618","33","3-Non optimal","8294.58","844.895030765922","16413.390","RED BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Red Brick",
"619","34","3-Non optimal","11699.2","1446.06359292323","25131.255","AAC BRICK","RCC+ MARABLE","GLAZING-8","Partation Wall-Red Brick",
"620","34","3-Non optimal","12119.91","1604.37707805742","25865.215","CONCRETE BRICK","RCC+ MARABLE","GLAZING-3","Partation Wall-Red Brick",
"621","34","3-Non optimal","8023.9","856.044107224218","15524.737","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation AAC Wall",
"622","34","3-Non optimal","8229.07","857.426526819055","16195.516","FLYASH BRICK","RCC+INSULATION","GLAZING-6","Partation AAC Wall",
"623","35","3-Non optimal","9635.54","1095.96602009248","19723.857","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-10","Partation Wall-Flyash",
"624","35","3-Non optimal","8190.29","811.781647287659","16140.149","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Red Brick",
"625","35","3-Non optimal","8138.44","848.598903619211","15986.685","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Red Brick",
"626","35","3-Non optimal","7343.88","636.265449890501","13883.289","AAC BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Red Brick",
"627","35","3-Non optimal","11606.5","1448.05224303499","24849.276","AAC BRICK","RCC+ MARABLE","GLAZING-8","Partation AAC Wall",
"628","35","3-Non optimal","8233.76","849.593997654673","16249.330","FLYASH BRICK","RCC+INSULATION","GLAZING-10","Partation Wall-Flyash",
"629","35","3-Non optimal","10417.98","1335.38652675396","21873.989","AAC + INSULATION","RRC SLAB","GLAZING-7","Partation Wall-Red Brick",
"630","36","3-Non optimal","8302.27","844.809560165236","16430.796","RED BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Red Brick",
"631","36","3-Non optimal","9713.11","1123.8440164543","19902.109","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Red Brick",
"632","36","3-Non optimal","9865.92","1149.50982211299","20295.147","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-1","Partation Wall-Flyash",
"633","36","3-Non optimal","11886.25","1504.075234607","25595.365","RED BRICK","RCC+ MARABLE","GLAZING-7","Partation AAC Wall",
"634","36","3-Non optimal","7303.07","591.565074399932","13808.350","AAC BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Flyash",
"635","36","3-Non optimal","6951.9","579.439970866897","13083.095","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Flyash",
"636","36","3-Non optimal","11591.25","1448.10952767868","24779.772","AAC BRICK","RCC+ MARABLE","GLAZING-2","Partation AAC Wall",
"637","36","3-Non optimal","7338.05","636.856223187905","13868.746","AAC BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Flyash",
"638","36","3-Non optimal","7155.74","622.146611147841","13361.437","AAC BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation AAC Wall",
"639","36","3-Non optimal","8219.07","876.124151953159","16049.914","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Red Brick",
"640","37","3-Non optimal","8974.49","879.256789473488","18334.645","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Red Brick",
"641","37","3-Non optimal","9743.46","1135.67499586508","19951.766","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-2","Partation AAC Wall",
"642","37","3-Non optimal","9157.27","894.660800074778","18835.312","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-5","Partation Wall-Flyash",
"643","37","3-Non optimal","12067.43","1520.96814547275","26099.390","RED BRICK","RCC+ MARABLE","GLAZING-8","Partation Wall-Flyash",
"644","37","3-Non optimal","10686.73","1388.81272553103","22327.055","AAC BRICK","RRC SLAB","GLAZING-8","Partation AAC Wall",
"645","37","3-Non optimal","7551.3","633.163003433407","14442.175","AAC BRICK","RCC+INSULATION","GLAZING-5","Partation Wall-Flyash",
"646","37","3-Non optimal","11150.87","1463.32999853664","23583.242","RED BRICK","RRC SLAB","GLAZING-9","Partation AAC Wall",
"647","38","3-Non optimal","9838.5","1123.32937784977","20369.299","RED BRICK","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Red Brick",
"648","38","3-Non optimal","11430.19","1589.15925665906","23994.308","CONCRETE BRICK","RRC SLAB","GLAZING-8","Partation Wall-Red Brick",
"649","38","3-Non optimal","6982.38","546.368944308757","13162.806","AAC + INSULATION","RCC+INSULATION","GLAZING-4","Partation Wall-Flyash",
"650","38","3-Non optimal","8324.05","880.016088512494","16461.878","FLYASH BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Flyash",
"651","38","3-Non optimal","8697.14","826.28799206688","17620.515","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-10","Partation Wall-Flyash",
"652","39","3-Non optimal","9202.89","975.923453844751","18660.808","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-1","Partation AAC Wall",
"653","39","3-Non optimal","8173.68","793.717809403715","16078.867","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation AAC Wall",
"654","39","3-Non optimal","9034.91","895.886978387407","18494.204","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-3","Partation Wall-Red Brick",
"655","39","3-Non optimal","8787.69","853.960891937801","17814.150","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-4","Partation AAC Wall",
"656","39","3-Non optimal","8906.97","876.853138045683","18132.636","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-5","Partation AAC Wall",
"657","39","3-Non optimal","10610.9","1349.69814367779","22388.163","FLYASH + INSULATION","RRC SLAB","GLAZING-3","Partation Wall-Flyash",
"658","39","3-Non optimal","9675.22","1078.11168087342","19947.188","RED BRICK","RCC + FOAM CONCRETE","GLAZING-10","Partation AAC Wall",
"659","40","3-Non optimal","11928.83","1499.5421737137","25590.951","HOLLOW BRICK","RCC+ MARABLE","GLAZING-6","Partation Wall-Red Brick",
"660","40","3-Non optimal","11224.36","1587.53530757705","23424.337","CONCRETE BRICK","RRC SLAB","GLAZING-10","Partation AAC Wall",
"661","40","3-Non optimal","7006.54","533.106961087754","13255.173","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Red Brick",
"662","40","3-Non optimal","12075.31","1621.59850736309","25721.370","CONCRETE BRICK","RCC+ MARABLE","GLAZING-4","Partation AAC Wall",
"663","40","3-Non optimal","9811.95","1102.22657240867","20279.773","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-1","Partation AAC Wall",
"664","40","3-Non optimal","8095.58","835.397473152685","15751.134","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Flyash",
"665","40","3-Non optimal","10509","1378.75034948293","22044.530","AAC + INSULATION","RRC SLAB","GLAZING-1","Partation AAC Wall",
"666","41","3-Non optimal","11804.49","1488.21694951542","25256.478","HOLLOW BRICK","RCC+ MARABLE","GLAZING-10","Partation AAC Wall",
"667","41","3-Non optimal","7276.01","627.831853201647","13716.318","AAC BRICK","RCC+INSULATION","GLAZING-7","Partation Wall-Red Brick",
"668","41","3-Non optimal","11091.2","1467.83723527366","23321.434","HOLLOW BRICK","RRC SLAB","GLAZING-7","Partation Wall-Flyash",
"669","42","3-Non optimal","8951.51","904.487663123225","18252.110","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Red Brick",
"670","42","3-Non optimal","9816.48","1085.95421315876","20323.619","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-4","Partation Wall-Flyash",
"671","42","3-Non optimal","9667.52","1102.858932626","19798.557","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-7","Partation Wall-Flyash",
"672","42","3-Non optimal","7453.65","662.361464541751","14164.348","AAC BRICK","RCC+INSULATION","GLAZING-3","Partation Wall-Flyash",
"673","42","3-Non optimal","8474.71","878.785400032711","16873.437","RED BRICK","RCC+INSULATION","GLAZING-9","Partation Wall-Flyash",
"674","43","3-Non optimal","8301.51","878.67595491081","16413.727","RED BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Flyash",
"675","43","3-Non optimal","11245.81","1484.09497802245","23705.850","HOLLOW BRICK","RRC SLAB","GLAZING-1","Partation Wall-Red Brick",
"676","43","3-Non optimal","7458.85","662.906210801256","14177.238","AAC BRICK","RCC+INSULATION","GLAZING-3","Partation Wall-Red Brick",
"677","43","3-Non optimal","12089.23","1627.43036035084","25761.997","CONCRETE BRICK","RCC+ MARABLE","GLAZING-8","Partation AAC Wall",
"678","43","3-Non optimal","8775.67","1108.04766885196","17295.255","CONCRETE BRICK","RCC+INSULATION","GLAZING-4","Partation Wall-Flyash",
"679","44","3-Non optimal","8617.13","1112.49582321559","16851.439","CONCRETE BRICK","RCC+INSULATION","GLAZING-6","Partation AAC Wall",
"680","45","3-Non optimal","8885.82","844.325811548877","18130.160","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-10","Partation Wall-Flyash",
"681","45","3-Non optimal","8094.65","821.458297587417","15857.791","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation AAC Wall",
"682","45","3-Non optimal","11887.84","1499.08328212671","25584.722","RED BRICK","RCC+ MARABLE","GLAZING-6","Partation AAC Wall",
"683","46","3-Non optimal","11444.41","1590.8551747026","24014.562","CONCRETE BRICK","RRC SLAB","GLAZING-2","Partation Wall-Red Brick",
"684","46","3-Non optimal","11521.81","1432.98917898056","24605.370","AAC BRICK","RCC+ MARABLE","GLAZING-3","Partation AAC Wall",
"685","46","3-Non optimal","8286.38","849.670496355213","16371.562","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Flyash",
"686","46","3-Non optimal","9957.16","1144.23772148237","20674.290","RED BRICK","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Red Brick",
"687","46","3-Non optimal","8121.91","871.026877310694","15801.006","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Red Brick",
"688","46","3-Non optimal","11486.71","1426.82018260922","24515.865","AAC BRICK","RCC+ MARABLE","GLAZING-6","Partation AAC Wall",
"689","47","3-Non optimal","11919.33","1499.20965605748","25564.608","HOLLOW BRICK","RCC+ MARABLE","GLAZING-6","Partation Wall-Flyash",
"690","47","3-Non optimal","11720.05","1448.98573971386","25155.763","AAC BRICK","RCC+ MARABLE","GLAZING-1","Partation Wall-Red Brick",
"691","47","3-Non optimal","11318.61","1599.15985563301","23660.528","CONCRETE BRICK","RRC SLAB","GLAZING-9","Partation AAC Wall",
"692","47","3-Non optimal","10619.63","1365.37879999551","22394.811","AAC + INSULATION","RRC SLAB","GLAZING-5","Partation Wall-Red Brick",
"693","47","3-Non optimal","11930.71","1512.01743977041","25552.209","HOLLOW BRICK","RCC+ MARABLE","GLAZING-2","Partation AAC Wall",
"694","47","3-Non optimal","11419.6","1583.38413048915","23961.931","CONCRETE BRICK","RRC SLAB","GLAZING-4","Partation Wall-Red Brick",
"695","48","3-Non optimal","9882.73","1119.57951841227","20481.556","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Red Brick",
"696","48","3-Non optimal","11927.51","1493.45221394079","25720.765","FLYASH BRICK","RCC+ MARABLE","GLAZING-6","Partation Wall-Flyash",
"697","48","3-Non optimal","11066.72","1455.58941905922","23268.124","HOLLOW BRICK","RRC SLAB","GLAZING-10","Partation Wall-Red Brick",
"698","48","3-Non optimal","8201.19","849.485312777785","16152.450","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Red Brick",
"699","48","3-Non optimal","11186.68","1470.10682332094","23564.525","HOLLOW BRICK","RRC SLAB","GLAZING-4","Partation Wall-Red Brick",
"700","48","3-Non optimal","8955.85","868.716720457437","18283.760","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-9","Partation AAC Wall",
"701","48","3-Non optimal","11500.87","1415.27748947936","24828.790","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-6","Partation Wall-Flyash",
"702","48","3-Non optimal","8780.81","857.793735638917","17803.333","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-9","Partation AAC Wall",
"703","48","3-Non optimal","10482.16","1347.0164656069","22023.016","AAC + INSULATION","RRC SLAB","GLAZING-3","Partation Wall-Red Brick",
"704","48","3-Non optimal","11997.64","1617.23109234903","25525.072","CONCRETE BRICK","RCC+ MARABLE","GLAZING-7","Partation AAC Wall",
"705","49","3-Non optimal","8609.04","1080.16946283283","16869.372","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Red Brick",
"706","49","3-Non optimal","9768.16","1114.03294824967","20064.418","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-9","Partation Wall-Red Brick",
"707","49","3-Non optimal","11969.25","1494.8839226622","25830.453","FLYASH BRICK","RCC+ MARABLE","GLAZING-3","Partation Wall-Red Brick",
"708","49","3-Non optimal","10150.18","1351.33008386524","20817.309","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Flyash",
"709","50","3-Non optimal","11474.57","1418.59956134267","24761.990","AAC + INSULATION","RCC+ MARABLE","GLAZING-9","Partation Wall-Red Brick",
"710","50","3-Non optimal","11352.56","1609.89935905092","23727.481","CONCRETE BRICK","RRC SLAB","GLAZING-2","Partation AAC Wall",
"711","50","3-Non optimal","8264.24","859.795765964833","16320.004","FLYASH BRICK","RCC+INSULATION","GLAZING-7","Partation Wall-Red Brick",
"712","50","3-Non optimal","11192.06","1447.6356450901","23711.424","FLYASH BRICK","RRC SLAB","GLAZING-4","Partation Wall-Flyash",
"713","51","3-Non optimal","11178.12","1470.48272835773","23541.291","HOLLOW BRICK","RRC SLAB","GLAZING-4","Partation Wall-Flyash",
"714","51","3-Non optimal","8806.93","854.877975908521","17873.827","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-8","Partation AAC Wall",
"715","51","3-Non optimal","9873.54","1117.99771089235","20457.805","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Flyash",
"716","51","3-Non optimal","10728.42","1366.60435227944","22688.166","FLYASH + INSULATION","RRC SLAB","GLAZING-1","Partation Wall-Red Brick",
"717","51","3-Non optimal","11925.86","1496.18018935599","25732.282","FLYASH BRICK","RCC+ MARABLE","GLAZING-7","Partation Wall-Flyash",
"718","52","3-Non optimal","11253.45","1595.34421881979","23492.844","CONCRETE BRICK","RRC SLAB","GLAZING-7","Partation AAC Wall",
"719","52","3-Non optimal","11172.44","1457.52030873322","23667.637","RED BRICK","RRC SLAB","GLAZING-7","Partation Wall-Red Brick",
"720","52","3-Non optimal","12151.71","1599.89736686759","25965.279","CONCRETE BRICK","RCC+ MARABLE","GLAZING-9","Partation Wall-Red Brick",
"721","53","3-Non optimal","10504.08","1343.6003242904","22101.132","AAC + INSULATION","RRC SLAB","GLAZING-9","Partation Wall-Red Brick",
"722","53","3-Non optimal","12060.97","1512.85097801644","26061.919","RED BRICK","RCC+ MARABLE","GLAZING-2","Partation Wall-Flyash",
"723","53","3-Non optimal","9771.22","1113.65872496606","20063.170","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-4","Partation Wall-Flyash",
"724","54","3-Non optimal","11377.69","1418.49713788013","24466.232","AAC + INSULATION","RCC+ MARABLE","GLAZING-9","Partation AAC Wall",
"725","54","3-Non optimal","8872.96","1141.96971929583","17535.328","CONCRETE BRICK","RCC+INSULATION","GLAZING-2","Partation Wall-Red Brick",
"726","54","3-Non optimal","11298.53","1570.49591589316","23660.922","CONCRETE BRICK","RRC SLAB","GLAZING-10","Partation Wall-Flyash",
"727","55","3-Non optimal","9069.93","946.151930973174","18316.918","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-3","Partation AAC Wall",
"728","55","3-Non optimal","11964.52","1603.11722829346","25447.622","CONCRETE BRICK","RCC+ MARABLE","GLAZING-10","Partation AAC Wall",
"729","55","3-Non optimal","11058.65","1455.85598154792","23246.383","HOLLOW BRICK","RRC SLAB","GLAZING-10","Partation Wall-Flyash",
"730","55","3-Non optimal","9874.05","1128.66947263929","20334.601","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-5","Partation Wall-Red Brick",
"731","55","3-Non optimal","11962.15","1501.00404168296","25676.277","HOLLOW BRICK","RCC+ MARABLE","GLAZING-3","Partation Wall-Red Brick",
"732","55","3-Non optimal","10726.19","1368.58962592668","22470.388","AAC BRICK","RRC SLAB","GLAZING-9","Partation Wall-Flyash",
"733","55","3-Non optimal","11266.93","1457.76114784653","23907.934","FLYASH BRICK","RRC SLAB","GLAZING-5","Partation Wall-Flyash",
"734","55","3-Non optimal","8282.03","826.605966252228","16351.256","FLYASH BRICK","RCC+INSULATION","GLAZING-8","Partation AAC Wall",
"735","56","3-Non optimal","11342.98","1605.35167696845","23722.011","CONCRETE BRICK","RRC SLAB","GLAZING-8","Partation AAC Wall",
"736","56","3-Non optimal","9694.04","1071.31539671279","20018.527","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-10","Partation Wall-Red Brick",
"737","56","3-Non optimal","12085.59","1522.18320630521","26008.948","HOLLOW BRICK","RCC+ MARABLE","GLAZING-5","Partation Wall-Flyash",
"738","56","3-Non optimal","10568.77","1355.67313244896","22249.630","FLYASH + INSULATION","RRC SLAB","GLAZING-4","Partation AAC Wall",
"739","56","3-Non optimal","8005.66","824.242306692377","15494.805","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation AAC Wall",
"740","56","3-Non optimal","9764.85","1096.28868460889","20200.975","RED BRICK","RCC + FOAM CONCRETE","GLAZING-10","Partation Wall-Flyash",
"741","57","3-Non optimal","12017.17","1500.17030022021","25964.707","FLYASH BRICK","RCC+ MARABLE","GLAZING-4","Partation Wall-Red Brick",
"742","57","3-Non optimal","12026.45","1504.16203513256","25973.311","FLYASH BRICK","RCC+ MARABLE","GLAZING-2","Partation Wall-Red Brick",
"743","57","3-Non optimal","11216.65","1481.00698301601","23629.340","HOLLOW BRICK","RRC SLAB","GLAZING-2","Partation Wall-Red Brick",
"744","57","3-Non optimal","12088.18","1515.71020568767","26132.730","RED BRICK","RCC+ MARABLE","GLAZING-1","Partation Wall-Flyash",
"745","58","3-Non optimal","12043.66","1503.67484286328","26043.118","RED BRICK","RCC+ MARABLE","GLAZING-9","Partation Wall-Red Brick",
"746","58","3-Non optimal","9865.73","1129.42645422909","20312.744","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-5","Partation Wall-Flyash",
"747","58","3-Non optimal","9164.84","894.903735744517","18855.473","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-5","Partation Wall-Red Brick",
"748","58","3-Non optimal","10619.76","1349.33754655834","22408.838","FLYASH + INSULATION","RRC SLAB","GLAZING-3","Partation Wall-Red Brick",
"749","58","3-Non optimal","11118.75","1486.22716623572","23358.126","HOLLOW BRICK","RRC SLAB","GLAZING-8","Partation AAC Wall",
"750","59","3-Non optimal","9706.8","1086.53810594987","20021.244","RED BRICK","RCC + FOAM CONCRETE","GLAZING-7","Partation AAC Wall",
"751","59","3-Non optimal","11328.07","1578.24445453928","23729.816","CONCRETE BRICK","RRC SLAB","GLAZING-7","Partation Wall-Flyash",
"752","59","3-Non optimal","10576.84","1343.74649962675","22299.378","FLYASH + INSULATION","RRC SLAB","GLAZING-6","Partation Wall-Red Brick",
