"Info","Info","Info","Objective","Objective","Extra Output","Variable","Variable","Variable","Variable","Variable",
"Iteration","Generation","Category","Total site energy consumption (kWh)","Discomfort ASHRAE 55 90% Acceptability (hr)","Cooling energy (kWh)","Window to Wall %","Site orientation (°)","Facade type","Local shading type","% External window opens",
"1514","35","3-Non optimal","11253.87","1446.51880894921","23885.220","40","90","Layout 6x4-10-0.8M","OVERHANG -2","70",
"1515","35","3-Non optimal","11251.97","1447.30729099677","23877.567","50","90","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","50",
"1516","35","3-Non optimal","11562.91","1464.80422146601","24708.642","15","90","Layout 6x4-10-0.1M","No shading","60",
"1517","35","3-Non optimal","11363.95","1446.53645716964","24217.693","10","270","Layout 6x6-10-1M","OVERHANG -3 SIDEFINS","50",
"1518","35","3-Non optimal","11180.14","1450.88625678516","23681.004","35","90","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","50",
"1519","35","3-Non optimal","11299.28","1477.17409699396","24013.503","45","180","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1520","35","3-Non optimal","11361.18","1448.05768057719","24189.407","20","90","Layout 3x5-10-1M","OVERHANG -2","80",
"1521","35","3-Non optimal","11325.52","1448.4193414453","24092.535","20","90","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","80",
"1522","35","3-Non optimal","11252.5","1446.08501593062","23882.055","15","90","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","70",
"1523","35","3-Non optimal","11418.78","1460.16891948935","24353.235","35","0","Layout 6x4-10-0.8M","OVERHANG -2","70",
"1524","35","3-Non optimal","11311","1438.31665368412","24086.254","15","270","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1525","35","3-Non optimal","11343.72","1446.24088252959","24139.857","45","90","Layout 4x6-10-0.8M","OVERHANG -2","70",
"1526","35","3-Non optimal","11177.96","1452.11523720907","23678.311","15","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"1527","35","3-Non optimal","11218.32","1475.09439526421","23786.713","50","180","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1528","35","3-Non optimal","11534.21","1495.4224238458","24634.889","40","180","Layout 6x4-10-0.1M","No shading","60",
"1529","35","3-Non optimal","11582.26","1474.23529711911","24791.584","15","0","Layout 6x6-10-0.8M","No shading","60",
"1530","35","3-Non optimal","11380.21","1453.98213307252","24261.629","15","0","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","70",
"1531","35","3-Non optimal","11427.12","1459.89475152234","24376.289","50","0","Layout 6x4-10-0.8M","OVERHANG -3 SIDEFINS","80",
"1532","35","3-Non optimal","11393.81","1442.45231519893","24315.978","35","270","Layout 3x3-10-1M","OVERHANG -4 - SDEFINS","80",
"1533","35","3-Non optimal","11317.3","1449.27529695564","24053.224","15","90","Layout 6x5-10-0.8M","OVERHANG -3 SIDEFINS","60",
"1534","35","3-Non optimal","11177.96","1452.11523720907","23678.311","45","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"1535","35","3-Non optimal","11344.24","1476.34914911238","24137.376","45","180","Layout 4x3-10-0.8M","OVERHANG -3 SIDEFINS","60",
"1536","35","3-Non optimal","11369.12","1447.0816242285","24234.514","50","270","Layout 6x5-10-0.6M","OVERHANG -2","70",
"1537","35","3-Non optimal","11635.97","1475.4197481778","24946.289","20","0","Layout 5x5-10-0.8M","No shading","80",
"1538","35","3-Non optimal","11457.36","1461.98033673025","24464.289","35","0","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1539","35","3-Non optimal","11177.99","1453.31514740386","23675.192","40","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1540","35","3-Non optimal","11304.65","1446.01914649279","24035.269","40","90","Layout 4x5-10-1M","OVERHANG -4 - SDEFINS","80",
"1541","35","3-Non optimal","11244.24","1452.44699512044","23863.812","50","90","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1542","35","3-Non optimal","11254.17","1450.30045087318","23899.279","20","90","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1543","35","3-Non optimal","11338.33","1438.3564363985","24165.920","10","270","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","80",
"1544","35","3-Non optimal","11607.13","1476.10444391305","24859.234","20","0","Layout 5x4-10-0.8M","OVERHANG -1","50",
"1545","35","3-Non optimal","11281.02","1449.04332740389","23963.974","35","90","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","50",
"1546","35","3-Non optimal","11699.12","1506.78192262015","25080.541","25","180","Layout 3x5-10-0.8M","No shading","80",
"1547","35","3-Non optimal","11274.43","1451.20893978904","23952.438","25","90","Layout 3x3-10-1M","OVERHANG -4 - SDEFINS","80",
"1548","35","3-Non optimal","11324.81","1448.98959182284","24088.766","50","90","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","70",
"1549","35","3-Non optimal","11182.74","1471.51153597126","23694.187","10","180","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1550","35","3-Non optimal","11441.98","1451.41761943327","24395.565","45","90","Layout 6x4-10-0.1M","OVERHANG -1","70",
"1551","36","3-Non optimal","11182.86","1470.62797844153","23696.244","20","180","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"1552","36","3-Non optimal","11465.37","1449.42499324052","24473.243","15","90","Layout 5x3-10-0.6M","OVERHANG -1","80",
"1553","36","3-Non optimal","11391.34","1455.81391232038","24284.595","50","0","Layout 6x6-10-0.8M","OVERHANG -3 SIDEFINS","80",
"1554","36","3-Non optimal","11369.03","1443.80244026771","24245.806","45","270","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1555","36","3-Non optimal","11403.17","1449.84158836473","24295.200","25","90","Layout 6x6-10-1M","OVERHANG -1","80",
"1556","36","3-Non optimal","11541.41","1451.18905178369","24677.414","40","90","Layout 3x5-10-0.6M","OVERHANG -1","80",
"1557","36","3-Non optimal","11245.85","1473.61287904805","23870.297","50","180","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1558","36","3-Non optimal","11252.49","1445.77795369677","23883.051","15","90","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","80",
"1559","36","3-Non optimal","11244.24","1452.44699512044","23863.812","25","90","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1560","36","3-Non optimal","11536.57","1461.70819128689","24645.016","50","90","Layout 6x3-10-0.6M","No shading","80",
"1561","36","3-Non optimal","11390.62","1456.01934796627","24281.296","30","0","Layout 6x6-10-0.8M","OVERHANG -3 SIDEFINS","70",
"1562","36","3-Non optimal","11542.78","1496.03997746697","24659.467","50","180","Layout 6x4-10-0.8M","No shading","70",
"1563","36","3-Non optimal","11463.19","1455.06937221022","24476.719","20","270","Layout 6x3-10-1M","OVERHANG -1","50",
"1564","36","3-Non optimal","11442.72","1451.33052313675","24398.997","10","90","Layout 6x4-10-0.1M","OVERHANG -1","80",
"1565","36","3-Non optimal","11498.3","1463.68122510738","24575.141","30","0","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","70",
"1566","36","3-Non optimal","11178.35","1451.58269967834","23680.868","15","90","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1567","36","3-Non optimal","11364.5","1440.15216772774","24237.241","30","270","Layout 3x4-10-1M","OVERHANG -4 - SDEFINS","80",
"1568","36","3-Non optimal","11352.85","1447.85613956164","24161.794","40","90","Layout 5x6-10-1M","OVERHANG -3 SIDEFINS","80",
"1569","36","3-Non optimal","11304.05","1448.01452140917","24030.065","25","90","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"1570","36","3-Non optimal","11680.28","1467.1509417841","25034.031","50","90","Layout 3x3-10-0.8M","No shading","50",
"1571","36","3-Non optimal","11281.08","1452.8085995262","23959.425","35","90","Layout 5x3-10-1M","OVERHANG -3 SIDEFINS","50",
"1572","36","3-Non optimal","11384.63","1482.00523566061","24233.540","20","180","Layout 4x5-10-0.8M","OVERHANG -3 SIDEFINS","50",
"1573","36","3-Non optimal","11344.46","1453.28803942417","24160.029","40","0","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1574","36","3-Non optimal","11488.75","1487.18966035569","24524.347","15","180","Layout 6x6-10-0.8M","No shading","80",
"1575","36","3-Non optimal","11316.99","1476.86320108469","24060.681","40","180","Layout 4x5-10-1M","OVERHANG -4 - SDEFINS","80",
"1576","36","3-Non optimal","11439.9","1450.20211452426","24426.891","40","270","Layout 3x6-10-1M","OVERHANG -2","50",
"1577","36","3-Non optimal","11216.6","1448.7533681851","23784.053","35","90","Layout 6x4-10-0.1M","OVERHANG -4 - SDEFINS","80",
"1578","36","3-Non optimal","11701.39","1478.22057648959","25108.010","45","270","Layout 4x3-10-0.6M","No shading","50",
"1579","36","3-Non optimal","11614.07","1469.71711377144","24874.876","20","270","Layout 5x3-10-0.8M","No shading","60",
"1580","36","3-Non optimal","11324.81","1448.98959182284","24088.766","25","90","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","70",
"1581","36","3-Non optimal","11282.83","1445.72518439198","23975.160","45","90","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1582","36","3-Non optimal","11243.89","1449.62400646751","23867.390","35","90","Layout 3x4-10-1M","OVERHANG -4 - SDEFINS","70",
"1583","36","3-Non optimal","11258.06","1449.58236550325","23907.546","20","90","Layout 5x5-10-0.8M","OVERHANG -2","80",
"1584","36","3-Non optimal","11178.35","1451.58269967834","23680.868","35","90","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1585","36","3-Non optimal","11323.26","1440.44945286042","24114.954","45","270","Layout 6x4-10-0.1M","OVERHANG -4 - SDEFINS","80",
"1586","36","3-Non optimal","11796.28","1497.57894864699","25364.173","45","0","Layout 3x5-10-0.6M","No shading","50",
"1587","36","3-Non optimal","11418.9","1458.77251053564","24361.466","45","0","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","60",
"1588","36","3-Non optimal","11317.54","1448.91639443348","24055.163","10","90","Layout 6x5-10-0.8M","OVERHANG -3 SIDEFINS","70",
"1589","36","3-Non optimal","11452.98","1463.93131465979","24445.204","20","0","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","50",
"1590","36","3-Non optimal","11457.81","1456.46943096192","24476.353","15","0","Layout 4x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1591","36","3-Non optimal","11181.84","1469.84115528609","23696.083","10","180","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1592","37","3-Non optimal","11761.16","1491.95841972791","25276.329","15","0","Layout 4x6-10-0.6M","No shading","80",
"1593","37","3-Non optimal","11289.65","1451.53135573787","23996.562","20","90","Layout 3x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1594","37","3-Non optimal","11499.33","1450.63276624472","24563.410","40","90","Layout 4x3-10-1M","OVERHANG -1","80",
"1595","37","3-Non optimal","11327.49","1477.93599445252","24078.346","40","180","Layout 6x5-10-0.6M","OVERHANG -3 SIDEFINS","80",
"1596","37","3-Non optimal","11342.95","1476.88317181082","24130.913","50","180","Layout 3x3-10-0.8M","OVERHANG -3 SIDEFINS","50",
"1597","37","3-Non optimal","11216.52","1448.81142348609","23793.556","25","90","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","80",
"1598","37","3-Non optimal","11457.67","1461.02684786356","24463.377","20","0","Layout 3x4-10-1M","OVERHANG -3 SIDEFINS","50",
"1599","37","3-Non optimal","11220.94","1448.9812074675","23795.564","10","90","Layout 6x6-10-1M","OVERHANG -2","60",
"1600","37","3-Non optimal","11247.79","1449.76295248074","23880.805","25","90","Layout 3x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1601","37","3-Non optimal","11582.75","1473.85237022466","24794.310","45","0","Layout 6x6-10-0.8M","No shading","70",
"1602","37","3-Non optimal","11213.21","1451.19760165797","23770.829","45","90","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","50",
"1603","37","3-Non optimal","11521.77","1461.18694142684","24604.154","35","90","Layout 6x6-10-1M","No shading","80",
"1604","37","3-Non optimal","11304.05","1448.01452140917","24030.065","40","90","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"1605","37","3-Non optimal","11280.8","1450.70157259006","23955.911","35","90","Layout 6x4-10-0.6M","OVERHANG -3 SIDEFINS","80",
"1606","37","3-Non optimal","11259","1474.7087228937","23898.002","20","180","Layout 6x4-10-0.8M","OVERHANG -2","70",
"1607","37","3-Non optimal","11454.61","1463.78954849659","24450.323","10","0","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1608","37","3-Non optimal","11611.87","1464.8618879092","24848.376","40","90","Layout 4x4-10-1M","No shading","50",
"1609","37","3-Non optimal","11180.14","1450.88625678516","23681.004","20","90","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","50",
"1610","37","3-Non optimal","11217.95","1470.81003476901","23801.270","15","180","Layout 5x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1611","37","3-Non optimal","11323.26","1440.44945286042","24114.954","35","270","Layout 6x4-10-0.1M","OVERHANG -4 - SDEFINS","80",
"1612","37","3-Non optimal","11321.15","1477.11402646662","24073.054","40","180","Layout 4x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1613","37","3-Non optimal","11582.23","1473.27641469756","24793.840","10","0","Layout 6x3-10-0.8M","No shading","80",
"1614","37","3-Non optimal","11626.24","1464.73900111949","24890.736","35","90","Layout 3x4-10-0.8M","No shading","60",
"1615","37","3-Non optimal","11420.16","1458.38042706091","24367.153","50","0","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","70",
"1616","37","3-Non optimal","11485.46","1452.44097597793","24554.276","30","270","Layout 3x5-10-0.8M","OVERHANG -3 SIDEFINS","80",
"1617","37","3-Non optimal","11324.22","1440.37528165728","24117.697","45","270","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"1618","37","3-Non optimal","11330.22","1448.9819699217","24104.652","50","90","Layout 3x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"1619","37","3-Non optimal","11292.1","1476.39488978186","23992.530","10","180","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","80",
"1620","37","3-Non optimal","11347.33","1438.92144362819","24191.080","10","270","Layout 5x3-10-0.6M","OVERHANG -4 - SDEFINS","70",
"1621","37","3-Non optimal","11310.02","1447.27899574853","24051.448","40","90","Layout 4x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1622","37","3-Non optimal","11370.18","1448.44361380414","24214.060","45","90","Layout 3x5-10-0.6M","OVERHANG -2","70",
"1623","37","3-Non optimal","11420.73","1455.16108451562","24376.370","50","0","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1624","37","3-Non optimal","11235.86","1470.71924557214","23842.064","40","180","Layout 6x3-10-1M","OVERHANG -3 SIDEFINS","80",
"1625","37","3-Non optimal","11355.11","1449.16051700088","24164.133","20","90","Layout 5x6-10-0.6M","OVERHANG -3 SIDEFINS","60",
"1626","37","3-Non optimal","11214.66","1472.39416302233","23785.349","15","180","Layout 5x3-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1627","37","3-Non optimal","11280.88","1446.74014834817","23965.785","15","90","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"1628","37","3-Non optimal","11177.59","1454.14196840147","23678.848","20","90","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1629","37","3-Non optimal","11513.12","1463.0216430797","24620.393","15","0","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1630","37","3-Non optimal","11581.84","1461.69801524449","24775.891","20","90","Layout 5x5-10-0.8M","No shading","80",
"1631","37","3-Non optimal","11216.66","1454.30265924068","23788.077","50","90","Layout 5x5-10-0.6M","OVERHANG -4 - SDEFINS","50",
"1632","37","3-Non optimal","11640.81","1465.01925265734","24928.671","50","90","Layout 3x4-10-0.6M","No shading","50",
"1633","37","3-Non optimal","11244.99","1449.09233321299","23872.231","25","90","Layout 3x4-10-1M","OVERHANG -4 - SDEFINS","80",
"1634","37","3-Non optimal","11448.38","1456.09994144856","24448.776","40","0","Layout 4x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1635","38","3-Non optimal","11177.59","1454.14196840147","23678.848","35","90","Layout 6x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1636","38","3-Non optimal","11250.05","1447.70695210835","23874.010","45","90","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"1637","38","3-Non optimal","11765.21","1493.95413946309","25277.334","45","0","Layout 3x6-10-1M","No shading","50",
"1638","38","3-Non optimal","11345.11","1454.54399752011","24156.931","50","0","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","50",
"1639","38","3-Non optimal","11379.88","1456.55594467192","24250.561","10","0","Layout 6x4-10-0.1M","OVERHANG -4 - SDEFINS","80",
"1640","38","3-Non optimal","11309.38","1439.83235449451","24076.108","35","270","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","50",
"1641","38","3-Non optimal","11646.16","1501.49018539946","24938.250","10","180","Layout 4x6-10-0.1M","No shading","80",
"1642","38","3-Non optimal","11638.52","1501.20256638801","24918.518","30","180","Layout 5x6-10-0.6M","No shading","80",
"1643","38","3-Non optimal","11216.52","1448.81142348609","23793.556","10","90","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","80",
"1644","38","3-Non optimal","11525.8","1450.57996743233","24632.902","20","90","Layout 3x5-10-1M","OVERHANG -1","80",
"1645","38","3-Non optimal","11679.76","1467.30836342309","25036.054","35","90","Layout 4x6-10-0.8M","No shading","80",
"1646","38","3-Non optimal","11324.81","1448.98959182284","24088.766","40","90","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","70",
"1647","38","3-Non optimal","11325.7","1441.56774794454","24118.901","45","270","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","50",
"1648","38","3-Non optimal","11304.65","1446.01914649279","24035.269","10","90","Layout 4x6-10-0.1M","OVERHANG -4 - SDEFINS","80",
"1649","38","3-Non optimal","11254.17","1450.30045087318","23899.279","45","90","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1650","38","3-Non optimal","11521.77","1461.18694142684","24604.154","50","90","Layout 6x6-10-1M","No shading","80",
"1651","38","3-Non optimal","11279.71","1446.76240706823","23959.579","25","90","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","50",
"1652","38","3-Non optimal","11235.86","1470.71924557214","23842.064","20","180","Layout 6x3-10-1M","OVERHANG -3 SIDEFINS","80",
"1653","38","3-Non optimal","11738.64","1470.62417248059","25196.705","50","90","Layout 3x5-10-0.6M","No shading","80",
"1654","38","3-Non optimal","11747.42","1485.42092527194","25246.282","50","0","Layout 4x3-10-0.6M","No shading","80",
"1655","38","3-Non optimal","11520.56","1461.8108899686","24599.146","45","90","Layout 6x3-10-1M","No shading","70",
"1656","38","3-Non optimal","11183.18","1469.85784371168","23698.119","45","180","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","70",
"1657","38","3-Non optimal","11715.64","1509.65378991201","25123.794","50","180","Layout 3x5-10-0.6M","No shading","70",
"1658","38","3-Non optimal","11799.06","1495.86785551088","25379.561","25","0","Layout 3x6-10-0.6M","No shading","80",
"1659","38","3-Non optimal","11177.59","1454.14196840147","23678.848","45","90","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1660","38","3-Non optimal","11738.41","1472.06404522483","25191.682","35","90","Layout 3x5-10-0.6M","No shading","60",
"1661","38","3-Non optimal","11562.91","1464.80422146601","24708.642","50","90","Layout 6x4-10-0.1M","No shading","60",
"1662","38","3-Non optimal","11495.55","1487.55539447094","24543.289","35","180","Layout 6x6-10-0.6M","No shading","80",
"1663","38","3-Non optimal","11508.85","1486.88647149886","24572.824","25","180","Layout 4x5-10-1M","OVERHANG -1","80",
"1664","38","3-Non optimal","11252.43","1450.20942041183","23892.076","30","90","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1665","38","3-Non optimal","11180.84","1450.41557154082","23685.013","10","90","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","60",
"1666","38","3-Non optimal","11180.84","1450.41557154082","23685.013","25","90","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","60",
"1667","38","3-Non optimal","11587.56","1473.98140807238","24808.608","10","0","Layout 6x3-10-0.6M","No shading","80",
"1668","38","3-Non optimal","11177.59","1454.14196840147","23678.848","15","90","Layout 6x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1669","38","3-Non optimal","11733.03","1485.48240926752","25203.444","40","0","Layout 4x3-10-0.8M","No shading","70",
"1670","38","3-Non optimal","11410.63","1450.26298571786","24315.623","25","90","Layout 6x6-10-0.8M","OVERHANG -1","80",
"1671","38","3-Non optimal","11528.47","1461.76720334384","24620.960","35","90","Layout 6x3-10-0.8M","No shading","70",
"1672","39","3-Non optimal","11310.56","1438.44850414957","24083.557","50","270","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"1673","39","3-Non optimal","11285.2","1452.48886747114","23975.929","25","90","Layout 5x3-10-0.8M","OVERHANG -3 SIDEFINS","70",
"1674","39","3-Non optimal","11249.82","1446.56483595022","23875.834","15","90","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1675","39","3-Non optimal","11274.43","1451.20893978904","23952.438","10","90","Layout 4x3-10-1M","OVERHANG -4 - SDEFINS","80",
"1676","39","3-Non optimal","11528.3","1462.94808222982","24617.072","35","90","Layout 6x6-10-0.8M","No shading","50",
"1677","39","3-Non optimal","11327.46","1477.76704195118","24091.413","45","180","Layout 4x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1678","39","3-Non optimal","11457.36","1461.98033673025","24464.289","25","0","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1679","39","3-Non optimal","11282.24","1450.19355194015","23959.764","10","90","Layout 6x4-10-0.1M","OVERHANG -3 SIDEFINS","80",
"1680","39","3-Non optimal","11246.22","1451.12061643981","23862.827","10","90","Layout 6x6-10-1M","OVERHANG -3 SIDEFINS","80",
"1681","39","3-Non optimal","11306.73","1446.18822454073","24042.021","15","90","Layout 4x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1682","39","3-Non optimal","11178.27","1455.44925684984","23676.237","50","90","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","50",
"1683","39","3-Non optimal","11382.27","1455.57212152228","24260.881","50","0","Layout 6x6-10-0.6M","OVERHANG -2","80",
"1684","39","3-Non optimal","11274.43","1451.20893978904","23952.438","35","90","Layout 4x3-10-1M","OVERHANG -4 - SDEFINS","80",
"1685","39","3-Non optimal","11670.53","1484.91919487395","25021.372","40","0","Layout 6x5-10-0.8M","No shading","80",
"1686","39","3-Non optimal","11336.1","1439.61435500662","24155.379","10","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","60",
"1687","39","3-Non optimal","11178.35","1451.58269967834","23680.868","30","90","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1688","39","3-Non optimal","11410.02","1455.01975905553","24343.876","15","0","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","80",
"1689","39","3-Non optimal","11216.57","1449.88667320049","23793.877","25","90","Layout 5x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1690","39","3-Non optimal","11529.93","1451.04908354715","24644.164","25","90","Layout 4x5-10-0.8M","OVERHANG -1","80",
"1691","39","3-Non optimal","11244.99","1449.09233321299","23872.231","35","90","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","80",
"1692","39","3-Non optimal","11243.89","1449.62400646751","23867.390","35","90","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","70",
"1693","39","3-Non optimal","11343.62","1454.66654858109","24153.589","40","0","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1694","39","3-Non optimal","11344.46","1453.28803942417","24160.029","10","0","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1695","39","1-Optimal","11282.32","1445.56157071131","23971.644","35","90","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","70",
"1696","39","3-Non optimal","11252.43","1450.20942041183","23892.076","50","90","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1697","39","3-Non optimal","11628.81","1501.13200385109","24891.251","30","180","Layout 4x3-10-1M","No shading","50",
"1698","39","3-Non optimal","11176.8","1454.54325137404","23674.963","20","90","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","70",
"1699","39","3-Non optimal","11521.77","1461.18694142684","24604.154","40","90","Layout 6x3-10-1M","No shading","80",
"1700","39","3-Non optimal","11482.27","1462.8628922053","24533.477","45","0","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1701","39","3-Non optimal","11249.7","1448.15366910589","23883.646","30","90","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","80",
"1702","39","3-Non optimal","11308.67","1439.61989211959","24074.745","40","270","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1703","39","3-Non optimal","11622.9","1476.90753414175","24902.644","45","0","Layout 5x5-10-1M","No shading","50",
"1704","39","3-Non optimal","11244.99","1449.09233321299","23872.231","15","90","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","80",
"1705","39","3-Non optimal","11215.45","1449.03050027096","23788.875","50","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","70",
"1706","39","3-Non optimal","11421.09","1460.81370720823","24357.418","25","0","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","80",
"1707","39","3-Non optimal","11337.69","1448.26466520821","24128.183","10","90","Layout 3x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1708","40","3-Non optimal","11417.12","1457.89635845049","24359.703","30","0","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"1709","40","3-Non optimal","11245.99","1452.56801243238","23857.685","50","90","Layout 6x3-10-1M","OVERHANG -3 SIDEFINS","50",
"1710","40","3-Non optimal","11674.91","1505.45762013386","25014.278","30","180","Layout 4x6-10-0.6M","No shading","70",
"1711","40","3-Non optimal","11310.02","1447.27899574853","24051.448","15","90","Layout 4x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"1712","40","3-Non optimal","11457.79","1457.64618227617","24472.306","10","0","Layout 4x3-10-0.6M","OVERHANG -4 - SDEFINS","60",
"1713","40","3-Non optimal","11274.3","1451.37224344782","23950.282","10","90","Layout 4x3-10-1M","OVERHANG -4 - SDEFINS","70",
"1714","40","3-Non optimal","11218.32","1475.09439526421","23786.713","10","180","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"1715","40","3-Non optimal","11359.02","1477.78651040796","24170.537","25","180","Layout 5x6-10-0.8M","OVERHANG -3 SIDEFINS","80",
"1716","40","3-Non optimal","11658.51","1466.90366748976","24978.533","45","90","Layout 5x6-10-0.6M","No shading","80",
"1717","40","3-Non optimal","11287.64","1453.34572402833","23983.988","25","90","Layout 4x3-10-0.6M","OVERHANG -4 - SDEFINS","50",
"1718","40","3-Non optimal","11637.93","1479.6120629645","24938.607","50","0","Layout 6x4-10-0.6M","No shading","80",
"1719","40","3-Non optimal","11182.86","1470.62797844153","23696.244","20","180","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","60",
"1720","40","3-Non optimal","11390.62","1456.01934796627","24281.296","35","0","Layout 6x6-10-0.8M","OVERHANG -3 SIDEFINS","70",
